id,Latitude,Longitude,OccupancyClass,StructureType,YearBuilt,NumberOfStories,ReplacementCost
1,36.486,36.3536,RES1,C3L,1971,1,2
2,36.487999,36.353901,RES1,C3L,1971,1,2
3,36.487301,36.353001,RES1,C3L,1971,1,2
4,36.4874,36.352798,RES1,C3L,1971,1,2
5,36.487598,36.352699,RES1,C3L,1971,1,2
6,36.487301,36.3549,RES1,C3L,1971,1,2
7,37.7668,37.057701,RES1,C3L,1971,1,2
8,37.7673,37.056099,RES1,C3L,1971,1,2
9,36.487499,36.354599,RES1,C3L,1971,1,2
10,36.4454,36.354,RES1,C3L,1971,1,2
11,36.450001,36.355598,RES1,C3L,1971,1,2
12,36.450001,36.355701,RES1,C3L,1971,1,2
13,36.3172,36.407799,RES1,C3L,1971,1,2
14,36.934502,36.264999,RES1,C3L,1971,1,2
15,36.9347,36.265499,RES1,C3L,1971,1,2
16,36.936699,36.265202,RES1,C3L,1971,1,2
17,36.360699,36.450298,RES1,C3L,1971,1,2
18,36.361,36.450298,RES1,C3L,1971,1,2
19,36.361301,36.4505,RES1,C3L,1971,1,2
20,36.363998,36.4491,RES1,C3L,1971,1,2
21,36.330502,36.355598,RES1,C3L,1971,1,2
22,36.330299,36.355801,RES1,C3L,1971,1,2
23,36.330898,36.355999,RES1,C3L,1971,1,2
24,36.331299,36.3573,RES1,C3L,1971,1,2
25,36.3311,36.3573,RES1,C3L,1971,1,2
26,36.337799,36.353001,RES1,C3L,1971,1,2
27,36.3382,36.354099,RES1,C3L,1971,1,2
28,36.337502,36.354401,RES1,C3L,1971,1,2
29,36.336601,36.352901,RES1,C3L,1971,1,2
30,36.336399,36.353699,RES1,C3L,1971,1,2
31,36.3349,36.355999,RES1,C3L,1971,1,2
32,36.333599,36.3559,RES1,C3L,1971,1,2
33,36.935398,36.262699,RES1,C3L,1971,1,2
34,36.338001,36.352901,RES1,C3L,1971,1,2
35,36.3377,36.3545,RES1,C3L,1971,1,2
36,36.451801,36.478802,RES1,C3L,1971,1,2
37,36.4515,36.478699,RES1,C3L,1971,1,2
38,36.451401,36.479,RES1,C3L,1971,1,2
39,36.392399,36.406601,RES1,C3L,1971,1,2
40,36.392101,36.406101,RES1,C3L,1971,1,2
41,36.393002,36.4062,RES1,C3L,1971,1,2
42,36.493999,36.3517,RES1,C3L,1971,1,2
43,38.416801,38.310699,RES1,C3L,1971,1,2
44,36.344501,36.550598,RES1,C3L,1971,1,2
45,36.344799,36.5504,RES1,C3L,1971,1,2
46,36.562,36.130001,RES1,C3L,1971,1,2
47,36.561901,36.130001,RES1,C3L,1971,1,2
48,36.561901,36.130199,RES1,C3L,1971,1,2
49,36.5625,36.1339,RES1,C3L,1971,1,2
50,36.562401,36.133999,RES1,C3L,1971,1,2
51,36.562302,36.1343,RES1,C3L,1971,1,2
52,36.562099,36.134399,RES1,C3L,1971,1,2
53,36.562302,36.134201,RES1,C3L,1971,1,2
54,36.562302,36.1339,RES1,C3L,1971,1,2
55,36.562401,36.1339,RES1,C3L,1971,1,2
56,36.562,36.1334,RES1,C3L,1971,1,2
57,36.558998,36.131199,RES1,C3L,1971,1,2
58,36.5592,36.135502,RES1,C3L,1971,1,2
59,36.561699,36.135799,RES1,C3L,1971,1,2
60,36.562,36.136101,RES1,C3L,1971,1,2
61,38.416801,38.311001,RES1,C3L,1971,1,2
62,36.561199,36.134998,RES1,C3L,1971,1,2
63,36.561001,36.1325,RES1,C3L,1971,1,2
64,36.560799,36.132198,RES1,C3L,1971,1,2
65,36.5606,36.130798,RES1,C3L,1971,1,2
66,36.559299,36.135601,RES1,C3L,1971,1,2
67,36.559299,36.135899,RES1,C3L,1971,1,2
68,36.562302,36.1357,RES1,C3L,1971,1,2
69,36.562302,36.135601,RES1,C3L,1971,1,2
70,36.562401,36.134499,RES1,C3L,1971,1,2
71,36.562401,36.133099,RES1,C3L,1971,1,2
72,36.561199,36.132301,RES1,C3L,1971,1,2
73,36.561501,36.131802,RES1,C3L,1971,1,2
74,38.416698,38.3111,RES1,C3L,1971,1,2
75,37.548801,36.938999,RES1,C3L,1971,1,2
76,37.549,36.938999,RES1,C3L,1971,1,2
77,37.549,36.938999,RES1,C3L,1971,1,2
78,37.548901,36.939098,RES1,C3L,1971,1,2
79,37.549,36.9389,RES1,C3L,1971,1,2
80,37.548901,36.938599,RES1,C3L,1971,1,2
81,37.548801,36.9384,RES1,C3L,1971,1,2
82,37.548801,36.938301,RES1,C3L,1971,1,2
83,37.549099,36.9375,RES1,C3L,1971,1,2
84,37.549099,36.937698,RES1,C3L,1971,1,2
85,37.549099,36.937801,RES1,C3L,1971,1,2
86,37.549099,36.938099,RES1,C3L,1971,1,2
87,37.549,36.938202,RES1,C3L,1971,1,2
88,37.549099,36.938202,RES1,C3L,1971,1,2
89,37.549099,36.938301,RES1,C3L,1971,1,2
90,37.549198,36.938499,RES1,C3L,1971,1,2
91,37.548,36.937,RES1,C3L,1971,1,2
92,37.548,36.937599,RES1,C3L,1971,1,2
93,37.548199,36.9375,RES1,C3L,1971,1,2
94,37.548199,36.937599,RES1,C3L,1971,1,2
95,37.548302,36.937698,RES1,C3L,1971,1,2
96,37.548302,36.937901,RES1,C3L,1971,1,2
97,37.5485,36.937698,RES1,C3L,1971,1,2
98,37.548401,36.9375,RES1,C3L,1971,1,2
99,37.548401,36.937401,RES1,C3L,1971,1,2
100,37.548302,36.937099,RES1,C3L,1971,1,2
101,37.548302,36.936901,RES1,C3L,1971,1,2
102,37.5485,36.937302,RES1,C3L,1971,1,2
103,37.548698,36.9375,RES1,C3L,1971,1,2
104,37.548698,36.937401,RES1,C3L,1971,1,2
105,37.548698,36.937199,RES1,C3L,1971,1,2
106,37.548901,36.937698,RES1,C3L,1971,1,2
107,37.548901,36.937599,RES1,C3L,1971,1,2
108,37.548901,36.937401,RES1,C3L,1971,1,2
109,37.549,36.937401,RES1,C3L,1971,1,2
110,37.549,36.937199,RES1,C3L,1971,1,2
111,38.417099,38.311298,RES1,C3L,1971,1,2
112,37.548302,36.9389,RES1,C3L,1971,1,2
113,37.548199,36.938499,RES1,C3L,1971,1,2
114,37.548401,36.939201,RES1,C3L,1971,1,2
115,37.5485,36.939201,RES1,C3L,1971,1,2
116,37.5485,36.939301,RES1,C3L,1971,1,2
117,38.417,38.311298,RES1,C3L,1971,1,2
118,36.2644,36.576,RES1,C3L,1971,1,2
119,38.416901,38.311199,RES1,C3L,1971,1,2
120,38.417099,38.3111,RES1,C3L,1971,1,2
121,37.548599,36.938999,RES1,C3L,1971,1,2
122,37.548801,36.9398,RES1,C3L,1971,1,2
123,37.549,36.9398,RES1,C3L,1971,1,2
124,37.549099,36.939899,RES1,C3L,1971,1,2
125,37.549099,36.9398,RES1,C3L,1971,1,2
126,37.549,36.939602,RES1,C3L,1971,1,2
127,37.549099,36.9394,RES1,C3L,1971,1,2
128,37.549198,36.939301,RES1,C3L,1971,1,2
129,37.549301,36.939201,RES1,C3L,1971,1,2
130,38.417,38.310902,RES1,C3L,1971,1,2
131,37.548698,36.940899,RES1,C3L,1971,1,2
132,37.548698,36.9408,RES1,C3L,1971,1,2
133,37.548801,36.940701,RES1,C3L,1971,1,2
134,37.549,36.940601,RES1,C3L,1971,1,2
135,37.549198,36.940102,RES1,C3L,1971,1,2
136,37.548901,36.940399,RES1,C3L,1971,1,2
137,37.548599,36.940399,RES1,C3L,1971,1,2
138,37.548302,36.940399,RES1,C3L,1971,1,2
139,37.548302,36.9403,RES1,C3L,1971,1,2
140,37.548401,36.9403,RES1,C3L,1971,1,2
141,37.5485,36.940201,RES1,C3L,1971,1,2
142,37.5495,36.940498,RES1,C3L,1971,1,2
143,37.549198,36.9408,RES1,C3L,1971,1,2
144,37.549,36.940899,RES1,C3L,1971,1,2
145,37.549099,36.940899,RES1,C3L,1971,1,2
146,37.5462,36.942001,RES1,C3L,1971,1,2
147,37.5462,36.9422,RES1,C3L,1971,1,2
148,37.5462,36.9426,RES1,C3L,1971,1,2
149,37.546101,36.9426,RES1,C3L,1971,1,2
150,37.5462,36.942501,RES1,C3L,1971,1,2
151,37.5462,36.942501,RES1,C3L,1971,1,2
152,37.5485,36.944199,RES1,C3L,1971,1,2
153,37.5485,36.944099,RES1,C3L,1971,1,2
154,37.5485,36.943901,RES1,C3L,1971,1,2
155,37.5485,36.941898,RES1,C3L,1971,1,2
156,37.548599,36.9422,RES1,C3L,1971,1,2
157,37.062599,37.3801,RES1,C3L,1971,1,2
158,37.055199,36.277401,RES1,C3L,1971,1,2
159,37.055901,36.278301,RES1,C3L,1971,1,2
160,37.058601,36.2775,RES1,C3L,1971,1,2
161,37.060001,36.276901,RES1,C3L,1971,1,2
162,37.060398,36.2771,RES1,C3L,1971,1,2
163,37.0606,36.277401,RES1,C3L,1971,1,2
164,37.060699,36.277,RES1,C3L,1971,1,2
165,37.060699,36.276901,RES1,C3L,1971,1,2
166,37.061298,36.281799,RES1,C3L,1971,1,2
167,37.061199,36.281898,RES1,C3L,1971,1,2
168,37.058399,36.2836,RES1,C3L,1971,1,2
169,37.059299,36.280701,RES1,C3L,1971,1,2
170,37.059299,36.280701,RES1,C3L,1971,1,2
171,37.059101,36.2808,RES1,C3L,1971,1,2
172,37.059101,36.283401,RES1,C3L,1971,1,2
173,37.063099,36.2771,RES1,C3L,1971,1,2
174,37.063202,36.2771,RES1,C3L,1971,1,2
175,37.063202,36.278099,RES1,C3L,1971,1,2
176,37.063099,36.278,RES1,C3L,1971,1,2
177,37.069099,36.248299,RES1,C3L,1971,1,2
178,37.069698,36.2486,RES1,C3L,1971,1,2
179,37.069901,36.248501,RES1,C3L,1971,1,2
180,37.070099,36.248199,RES1,C3L,1971,1,2
181,37.070099,36.248402,RES1,C3L,1971,1,2
182,37.070801,36.247799,RES1,C3L,1971,1,2
183,37.070702,36.2477,RES1,C3L,1971,1,2
184,37.070801,36.247601,RES1,C3L,1971,1,2
185,37.0709,36.2477,RES1,C3L,1971,1,2
186,37.0709,36.247799,RES1,C3L,1971,1,2
187,37.071098,36.247501,RES1,C3L,1971,1,2
188,37.0714,36.246799,RES1,C3L,1971,1,2
189,37.071301,36.247002,RES1,C3L,1971,1,2
190,37.071499,36.246899,RES1,C3L,1971,1,2
191,37.071499,36.247101,RES1,C3L,1971,1,2
192,37.068901,36.247898,RES1,C3L,1971,1,2
193,37.068501,36.2463,RES1,C3L,1971,1,2
194,37.068699,36.245998,RES1,C3L,1971,1,2
195,37.068699,36.245899,RES1,C3L,1971,1,2
196,37.068802,36.245899,RES1,C3L,1971,1,2
197,37.069,36.2453,RES1,C3L,1971,1,2
198,37.0695,36.244499,RES1,C3L,1971,1,2
199,37.069599,36.244701,RES1,C3L,1971,1,2
200,37.071098,36.245098,RES1,C3L,1971,1,2
201,37.071201,36.244999,RES1,C3L,1971,1,2
202,37.070999,36.2453,RES1,C3L,1971,1,2
203,37.070801,36.245499,RES1,C3L,1971,1,2
204,37.070599,36.245701,RES1,C3L,1971,1,2
205,37.0709,36.245998,RES1,C3L,1971,1,2
206,37.0714,36.245602,RES1,C3L,1971,1,2
207,37.071602,36.245499,RES1,C3L,1971,1,2
208,37.0718,36.245399,RES1,C3L,1971,1,2
209,37.071899,36.244701,RES1,C3L,1971,1,2
210,37.071899,36.249298,RES1,C3L,1971,1,2
211,37.068501,36.246601,RES1,C3L,1971,1,2
212,37.068401,36.2467,RES1,C3L,1971,1,2
213,37.068699,36.2463,RES1,C3L,1971,1,2
214,37.068699,36.246399,RES1,C3L,1971,1,2
215,37.0686,36.246201,RES1,C3L,1971,1,2
216,37.068699,36.246101,RES1,C3L,1971,1,2
217,37.068501,36.245602,RES1,C3L,1971,1,2
218,37.068802,36.245499,RES1,C3L,1971,1,2
219,37.068802,36.245399,RES1,C3L,1971,1,2
220,37.068901,36.244999,RES1,C3L,1971,1,2
221,37.068901,36.245098,RES1,C3L,1971,1,2
222,37.069698,36.244202,RES1,C3L,1971,1,2
223,37.071098,36.245701,RES1,C3L,1971,1,2
224,37.072498,36.245499,RES1,C3L,1971,1,2
225,37.071999,36.245701,RES1,C3L,1971,1,2
226,37.072201,36.245499,RES1,C3L,1971,1,2
227,37.072201,36.245701,RES1,C3L,1971,1,2
228,37.0723,36.2449,RES1,C3L,1971,1,2
229,37.072102,36.244999,RES1,C3L,1971,1,2
230,37.071701,36.244801,RES1,C3L,1971,1,2
231,37.071701,36.245098,RES1,C3L,1971,1,2
232,37.0718,36.245098,RES1,C3L,1971,1,2
233,37.0718,36.2449,RES1,C3L,1971,1,2
234,37.072498,36.248798,RES1,C3L,1971,1,2
235,37.072498,36.2486,RES1,C3L,1971,1,2
236,37.072399,36.248402,RES1,C3L,1971,1,2
237,37.0718,36.246601,RES1,C3L,1971,1,2
238,37.071999,36.2463,RES1,C3L,1971,1,2
239,37.0723,36.245998,RES1,C3L,1971,1,2
240,37.072399,36.245899,RES1,C3L,1971,1,2
241,37.071899,36.245998,RES1,C3L,1971,1,2
242,37.071701,36.2458,RES1,C3L,1971,1,2
243,37.071701,36.245899,RES1,C3L,1971,1,2
244,37.0714,36.2467,RES1,C3L,1971,1,2
245,37.071201,36.247002,RES1,C3L,1971,1,2
246,37.072102,36.2486,RES1,C3L,1971,1,2
247,37.072102,36.248699,RES1,C3L,1971,1,2
248,37.072201,36.248798,RES1,C3L,1971,1,2
249,37.072201,36.248402,RES1,C3L,1971,1,2
250,37.0723,36.248501,RES1,C3L,1971,1,2
251,37.0718,36.249298,RES1,C3L,1971,1,2
252,37.0718,36.249199,RES1,C3L,1971,1,2
253,37.070999,36.248901,RES1,C3L,1971,1,2
254,37.071098,36.248901,RES1,C3L,1971,1,2
255,37.071201,36.2486,RES1,C3L,1971,1,2
256,37.071301,36.248699,RES1,C3L,1971,1,2
257,37.0704,36.2486,RES1,C3L,1971,1,2
258,37.070499,36.248501,RES1,C3L,1971,1,2
259,37.070702,36.247799,RES1,C3L,1971,1,2
260,37.070702,36.247101,RES1,C3L,1971,1,2
261,37.0709,36.246899,RES1,C3L,1971,1,2
262,37.070801,36.247002,RES1,C3L,1971,1,2
263,37.0709,36.247101,RES1,C3L,1971,1,2
264,37.0709,36.2472,RES1,C3L,1971,1,2
265,37.07,36.246498,RES1,C3L,1971,1,2
266,37.069901,36.246799,RES1,C3L,1971,1,2
267,37.07,36.2467,RES1,C3L,1971,1,2
268,37.070099,36.247002,RES1,C3L,1971,1,2
269,37.069302,36.248501,RES1,C3L,1971,1,2
270,37.068401,36.247601,RES1,C3L,1971,1,2
271,37.0686,36.247501,RES1,C3L,1971,1,2
272,37.068802,36.253201,RES1,C3L,1971,1,2
273,37.068802,36.253101,RES1,C3L,1971,1,2
274,37.068401,36.254101,RES1,C3L,1971,1,2
275,37.070499,36.254799,RES1,C3L,1971,1,2
276,37.071499,36.254601,RES1,C3L,1971,1,2
277,37.072102,36.254398,RES1,C3L,1971,1,2
278,37.0723,36.2542,RES1,C3L,1971,1,2
279,37.072201,36.2542,RES1,C3L,1971,1,2
280,37.072102,36.253899,RES1,C3L,1971,1,2
281,37.071899,36.253502,RES1,C3L,1971,1,2
282,37.071602,36.253201,RES1,C3L,1971,1,2
283,37.071499,36.252899,RES1,C3L,1971,1,2
284,37.071602,36.252899,RES1,C3L,1971,1,2
285,37.071701,36.253101,RES1,C3L,1971,1,2
286,37.071999,36.2542,RES1,C3L,1971,1,2
287,37.071701,36.254601,RES1,C3L,1971,1,2
288,37.070801,36.254002,RES1,C3L,1971,1,2
289,37.070599,36.254299,RES1,C3L,1971,1,2
290,37.069901,36.254002,RES1,C3L,1971,1,2
291,37.069599,36.254501,RES1,C3L,1971,1,2
292,37.069302,36.254398,RES1,C3L,1971,1,2
293,37.068901,36.254398,RES1,C3L,1971,1,2
294,37.068699,36.254601,RES1,C3L,1971,1,2
295,37.068802,36.254799,RES1,C3L,1971,1,2
296,37.068699,36.253201,RES1,C3L,1971,1,2
297,37.068699,36.2533,RES1,C3L,1971,1,2
298,37.069302,36.252499,RES1,C3L,1971,1,2
299,37.071602,36.254101,RES1,C3L,1971,1,2
300,37.071701,36.254002,RES1,C3L,1971,1,2
301,37.071701,36.254299,RES1,C3L,1971,1,2
302,37.070499,36.253399,RES1,C3L,1971,1,2
303,37.070599,36.253601,RES1,C3L,1971,1,2
304,37.070599,36.253502,RES1,C3L,1971,1,2
305,37.0704,36.252998,RES1,C3L,1971,1,2
306,37.0704,36.253201,RES1,C3L,1971,1,2
307,37.0704,36.252399,RES1,C3L,1971,1,2
308,37.070301,36.252201,RES1,C3L,1971,1,2
309,37.070099,36.252499,RES1,C3L,1971,1,2
310,37.07,36.252602,RES1,C3L,1971,1,2
311,37.069599,36.252602,RES1,C3L,1971,1,2
312,37.0695,36.2523,RES1,C3L,1971,1,2
313,37.069401,36.252399,RES1,C3L,1971,1,2
314,37.069,36.252399,RES1,C3L,1971,1,2
315,37.068401,36.252499,RES1,C3L,1971,1,2
316,37.068401,36.252602,RES1,C3L,1971,1,2
317,37.068501,36.252602,RES1,C3L,1971,1,2
318,37.068501,36.2528,RES1,C3L,1971,1,2
319,37.0686,36.252701,RES1,C3L,1971,1,2
320,37.070202,36.2537,RES1,C3L,1971,1,2
321,37.0704,36.253899,RES1,C3L,1971,1,2
322,37.0714,36.252701,RES1,C3L,1971,1,2
323,37.076801,36.260101,RES1,C3L,1971,1,2
324,37.0765,36.259701,RES1,C3L,1971,1,2
325,37.0784,36.259499,RES1,C3L,1971,1,2
326,37.076801,36.259602,RES1,C3L,1971,1,2
327,37.077999,36.260201,RES1,C3L,1971,1,2
328,37.078098,36.260399,RES1,C3L,1971,1,2
329,37.0783,36.2603,RES1,C3L,1971,1,2
330,37.078201,36.260399,RES1,C3L,1971,1,2
331,37.078098,36.260399,RES1,C3L,1971,1,2
332,37.078098,36.2603,RES1,C3L,1971,1,2
333,37.078098,36.260101,RES1,C3L,1971,1,2
334,37.0788,36.2603,RES1,C3L,1971,1,2
335,37.078701,36.260201,RES1,C3L,1971,1,2
336,37.078602,36.260101,RES1,C3L,1971,1,2
337,37.078499,36.2603,RES1,C3L,1971,1,2
338,37.078499,36.260399,RES1,C3L,1971,1,2
339,37.077099,36.261299,RES1,C3L,1971,1,2
340,37.077301,36.260502,RES1,C3L,1971,1,2
341,37.0769,36.261398,RES1,C3L,1971,1,2
342,37.076801,36.261398,RES1,C3L,1971,1,2
343,37.0765,36.260201,RES1,C3L,1971,1,2
344,37.0765,36.259998,RES1,C3L,1971,1,2
345,37.0765,36.259899,RES1,C3L,1971,1,2
346,37.077599,36.2603,RES1,C3L,1971,1,2
347,37.077702,36.2603,RES1,C3L,1971,1,2
348,37.077999,36.260399,RES1,C3L,1971,1,2
349,37.077801,36.2603,RES1,C3L,1971,1,2
350,37.077801,36.259499,RES1,C3L,1971,1,2
351,37.077801,36.259701,RES1,C3L,1971,1,2
352,37.077999,36.259701,RES1,C3L,1971,1,2
353,37.077999,36.2598,RES1,C3L,1971,1,2
354,37.0779,36.259998,RES1,C3L,1971,1,2
355,37.078098,36.259602,RES1,C3L,1971,1,2
356,37.0783,36.259701,RES1,C3L,1971,1,2
357,37.0783,36.2598,RES1,C3L,1971,1,2
358,37.078098,36.259899,RES1,C3L,1971,1,2
359,37.0783,36.260101,RES1,C3L,1971,1,2
360,37.0783,36.260201,RES1,C3L,1971,1,2
361,37.077499,36.259899,RES1,C3L,1971,1,2
362,37.077599,36.259998,RES1,C3L,1971,1,2
363,37.0774,36.260101,RES1,C3L,1971,1,2
364,37.0774,36.2603,RES1,C3L,1971,1,2
365,37.077499,36.260201,RES1,C3L,1971,1,2
366,37.0774,36.260101,RES1,C3L,1971,1,2
367,37.077202,36.260201,RES1,C3L,1971,1,2
368,37.077301,36.2603,RES1,C3L,1971,1,2
369,37.077301,36.2598,RES1,C3L,1971,1,2
370,37.0774,36.259899,RES1,C3L,1971,1,2
371,37.077301,36.2598,RES1,C3L,1971,1,2
372,37.077301,36.259602,RES1,C3L,1971,1,2
373,37.0769,36.260201,RES1,C3L,1971,1,2
374,37.076698,36.259998,RES1,C3L,1971,1,2
375,37.076599,36.260201,RES1,C3L,1971,1,2
376,37.076698,36.260201,RES1,C3L,1971,1,2
377,37.076599,36.260101,RES1,C3L,1971,1,2
378,37.076599,36.260502,RES1,C3L,1971,1,2
379,37.076698,36.260399,RES1,C3L,1971,1,2
380,37.076801,36.2603,RES1,C3L,1971,1,2
381,37.077,36.260201,RES1,C3L,1971,1,2
382,37.077099,36.2603,RES1,C3L,1971,1,2
383,37.020199,37.355499,RES1,C3L,1971,1,2
384,37.0126,37.371899,RES1,C3L,1971,1,2
385,37.012299,37.371399,RES1,C3L,1971,1,2
386,37.012001,37.371899,RES1,C3L,1971,1,2
387,37.019901,37.366402,RES1,C3L,1971,1,2
388,37.013699,37.3577,RES1,C3L,1971,1,2
389,37.013901,37.3577,RES1,C3L,1971,1,2
390,37.014301,37.356201,RES1,C3L,1971,1,2
391,37.017101,37.359402,RES1,C3L,1971,1,2
392,37.013401,37.3577,RES1,C3L,1971,1,2
393,37.02,37.363899,RES1,C3L,1971,1,2
394,37.013,37.357498,RES1,C3L,1971,1,2
395,37.061798,37.3806,RES1,C3L,1971,1,2
396,37.061901,37.3806,RES1,C3L,1971,1,2
397,37.062099,37.3811,RES1,C3L,1971,1,2
398,37.062,37.3806,RES1,C3L,1971,1,2
399,37.062199,37.380501,RES1,C3L,1971,1,2
400,37.063,37.380001,RES1,C3L,1971,1,2
401,37.062199,37.381001,RES1,C3L,1971,1,2
402,37.896599,41.035301,RES1,C3L,1971,1,2
403,36.231098,36.223301,RES1,C3L,1971,1,2
404,36.229698,36.208302,RES1,C3L,1971,1,2
405,36.228901,36.200401,RES1,C3L,1971,1,2
406,36.2267,36.200001,RES1,C3L,1971,1,2
407,36.226799,36.200199,RES1,C3L,1971,1,2
408,36.226299,36.200298,RES1,C3L,1971,1,2
409,36.2272,36.199501,RES1,C3L,1971,1,2
410,36.469398,36.360901,RES1,C3L,1971,1,2
411,36.227798,36.200001,REL1,C1,1971,1,2
412,36.4688,36.360802,RES1,C3L,1971,1,2
413,37.829498,36.784401,RES1,C3L,1971,1,2
414,36.390598,36.360001,RES1,C3L,1971,1,2
415,36.493698,36.362598,RES1,C3L,1971,1,2
416,36.492901,36.360699,RES1,C3L,1971,1,2
417,36.492298,36.361401,RES1,C3L,1971,1,2
418,36.492699,36.361698,RES1,C3L,1971,1,2
419,36.492199,36.362099,RES1,C3L,1971,1,2
420,36.495399,36.358501,RES1,C3L,1971,1,2
421,36.390099,36.358299,RES1,C3L,1971,1,2
422,36.390301,36.359901,RES1,C3L,1971,1,2
423,36.406502,36.3615,RES1,C3L,1971,1,2
424,36.4021,36.3596,RES1,C3L,1971,1,2
425,38.417,38.310699,RES1,C3L,1971,1,2
426,38.417099,38.3106,RES1,C3L,1971,1,2
427,38.417198,38.310699,RES1,C3L,1971,1,2
428,38.417301,38.3106,RES1,C3L,1971,1,2
429,38.4174,38.310398,RES1,C3L,1971,1,2
430,38.416698,38.309502,RES1,C3L,1971,1,2
431,36.432301,36.360699,RES1,C3L,1971,1,2
432,36.449001,36.3601,RES1,C3L,1971,1,2
433,36.333,36.358101,RES1,C3L,1971,1,2
434,36.333,36.3582,RES1,C3L,1971,1,2
435,36.331299,36.3591,RES1,C3L,1971,1,2
436,36.330898,36.359501,RES1,C3L,1971,1,2
437,36.330898,36.359402,RES1,C3L,1971,1,2
438,36.4799,36.359501,RES1,C3L,1971,1,2
439,36.466099,36.3601,RES1,C3L,1971,1,2
440,36.466,36.360298,RES1,C3L,1971,1,2
441,36.326599,36.360001,RES1,C3L,1971,1,2
442,37.856499,40.657001,RES1,C3L,1971,1,2
443,37.8568,40.656898,RES1,C3L,1971,1,2
444,37.857201,40.656399,RES1,C3L,1971,1,2
445,37.856998,40.656399,RES1,C3L,1971,1,2
446,36.3321,36.358501,RES1,C3L,1971,1,2
447,37.851898,40.667599,RES1,C3L,1971,1,2
448,37.8517,40.669899,RES1,C3L,1971,1,2
449,37.8508,40.6735,RES1,C3L,1971,1,2
450,36.332001,36.358601,RES1,C3L,1971,1,2
451,37.850601,40.6721,RES1,C3L,1971,1,2
452,37.8503,40.672199,RES1,C3L,1971,1,2
453,37.850899,40.671902,RES1,C3L,1971,1,2
454,36.246498,36.153198,RES1,C3L,1971,1,2
455,36.2467,36.153198,RES1,C3L,1971,1,2
456,37.8512,40.671902,RES1,C3L,1971,1,2
457,37.8498,40.668499,RES1,C3L,1971,1,2
458,37.849899,40.667999,RES1,C3L,1971,1,2
459,37.849499,40.668301,RES1,C3L,1971,1,2
460,37.849499,40.667999,RES1,C3L,1971,1,2
461,37.849899,40.667702,RES1,C3L,1971,1,2
462,37.849899,40.6674,RES1,C3L,1971,1,2
463,37.849899,40.666,RES1,C3L,1971,1,2
464,37.8503,40.666302,RES1,C3L,1971,1,2
465,37.8503,40.666,RES1,C3L,1971,1,2
466,37.850399,40.665401,RES1,C3L,1971,1,2
467,37.851398,40.668098,RES1,C3L,1971,1,2
468,37.851002,40.668598,RES1,C3L,1971,1,2
469,37.851002,40.6674,RES1,C3L,1971,1,2
470,36.266899,36.5751,RES1,C3L,1971,1,2
471,36.267502,36.575199,RES1,C3L,1971,1,2
472,37.851299,40.668301,RES1,C3L,1971,1,2
473,37.852299,40.666302,RES1,C3L,1971,1,2
474,37.851799,40.667,RES1,C3L,1971,1,2
475,37.851898,40.666599,RES1,C3L,1971,1,2
476,37.851002,40.666,RES1,C3L,1971,1,2
477,37.8512,40.666,RES1,C3L,1971,1,2
478,37.851002,40.666302,RES1,C3L,1971,1,2
479,37.850601,40.666599,RES1,C3L,1971,1,2
480,37.850601,40.666302,RES1,C3L,1971,1,2
481,37.8507,40.666,RES1,C3L,1971,1,2
482,37.851002,40.6651,RES1,C3L,1971,1,2
483,37.851398,40.666801,RES1,C3L,1971,1,2
484,37.8493,40.6665,RES1,C3L,1971,1,2
485,37.849499,40.666199,RES1,C3L,1971,1,2
486,37.849701,40.664501,RES1,C3L,1971,1,2
487,38.253899,40.7794,RES1,C3L,1971,1,2
488,38.2542,40.778198,RES1,C3L,1971,1,2
489,36.269798,36.5737,RES1,C3L,1971,1,2
490,36.269501,36.5746,RES1,C3L,1971,1,2
491,36.269001,36.572399,RES1,C3L,1971,1,2
492,38.254101,40.7784,RES1,C3L,1971,1,2
493,36.681499,37.278099,RES1,C3L,1971,1,2
494,38.254299,40.777802,RES1,C3L,1971,1,2
495,38.2547,40.779099,RES1,C3L,1971,1,2
496,38.254601,40.779598,RES1,C3L,1971,1,2
497,37.045101,37.401299,RES1,C3L,1971,1,2
498,37.046299,37.398998,RES1,C3L,1971,1,2
499,37.046398,37.3993,RES1,C3L,1971,1,2
500,37.046398,37.3997,RES1,C3L,1971,1,2
501,37.0462,37.400002,RES1,C3L,1971,1,2
502,37.041698,37.3932,RES1,C3L,1971,1,2
503,37.0415,37.3932,RES1,C3L,1971,1,2
504,37.0425,37.3913,RES1,C3L,1971,1,2
505,38.254398,40.779301,RES1,C3L,1971,1,2
506,37.0494,37.404202,RES1,C3L,1971,1,2
507,38.255199,40.780399,RES1,C3L,1971,1,2
508,38.255798,40.779701,RES1,C3L,1971,1,2
509,36.053398,36.053398,RES1,C3L,1971,1,2
510,36.048801,35.979801,AGR1,C1,1971,1,2
511,36.060299,35.997299,RES1,C3L,1971,1,2
512,36.047001,35.979599,AGR1,C1,1971,1,2
513,36.061901,35.9856,RES1,C3L,1971,1,2
514,36.061901,35.986,RES1,C3L,1971,1,2
515,36.0597,35.983299,RES1,C3L,1971,1,2
516,36.052502,35.983501,RES1,C3L,1971,1,2
517,36.052799,35.984001,RES1,C3L,1971,1,2
518,36.062,35.988701,RES1,C3L,1971,1,2
